"tmpID","PredictedSpend"
1007,338.224700927734
1740,199.301055908203
5827,303.619567871094
3183,355.063446044922
2917,349.269104003906
2980,347.473846435547
5724,343.495300292969
5261,375.799987792969
2812,338.584747314453
1251,328.331237792969
268,335.582550048828
428,257.434265136719
2551,359.305084228516
2056,220.386291503906
3180,358.227478027344
4958,351.516510009766
4,262.465789794922
2895,306.624786376953
5678,217.356521606445
2087,346.254974365234
5257,316.745483398438
4325,346.990234375
2300,354.698364257812
4680,335.6787109375
4912,281.983612060547
173,225.703399658203
5679,340.627746582031
2415,354.785003662109
1510,105.408073425293
762,320.016448974609
1229,374.557708740234
4380,343.859161376953
5600,346.37109375
3119,337.859283447266
2113,240.372802734375
3138,326.396209716797
2661,327.798278808594
4124,364.939208984375
5552,201.025314331055
1201,336.210052490234
3870,368.382354736328
975,316.869232177734
5361,346.696380615234
2517,238.530822753906
2767,377.254364013672
2629,312.346618652344
413,157.150726318359
1061,373.294586181641
2802,350.17431640625
4335,349.849395751953
5901,237.680694580078
4619,301.187194824219
3018,359.342864990234
3600,316.255798339844
2485,256.795959472656
1299,337.282958984375
1285,334.058410644531
1676,348.803375244141
3567,339.526184082031
1438,334.603363037109
1186,278.066589355469
4904,353.561645507812
4350,334.420715332031
1348,373.606781005859
3144,361.758270263672
2776,300.193267822266
2313,335.952331542969
535,312.194427490234
2224,335.832275390625
942,319.183715820312
890,365.032775878906
1040,337.992706298828
5403,330.835571289062
347,202.842697143555
1863,342.864593505859
1353,338.715209960938
3663,110.335716247559
1594,401.22900390625
1437,349.188568115234
5293,401.652252197266
5071,350.867645263672
2734,195.309310913086
573,340.134399414062
3315,356.913696289062
1239,280.982391357422
5782,326.813018798828
2875,323.654724121094
2898,362.248687744141
5982,231.482162475586
4246,258.318420410156
2497,309.555694580078
4940,330.690673828125
3464,354.671142578125
2873,368.789916992188
3742,331.247833251953
2924,182.411163330078
3929,376.568725585938
4838,224.184448242188
5526,330.183990478516
5906,329.997375488281
2843,129.420104980469
5873,325.958557128906
952,352.838165283203
3874,212.65022277832
4210,352.848785400391
3050,275.163696289062
4729,313.722259521484
1451,352.327941894531
2797,131.604431152344
1693,345.152862548828
1641,351.175537109375
2965,363.034790039062
3827,337.203491210938
4385,251.85302734375
1085,353.971099853516
2751,115.416534423828
5050,391.850860595703
4021,357.671936035156
2400,208.592498779297
2669,330.648315429688
5157,361.189483642578
4899,281.205505371094
1556,206.641860961914
4919,352.345428466797
1443,381.833648681641
5903,384.609252929688
1848,334.066864013672
2876,356.578552246094
1853,340.993865966797
3193,318.414520263672
3719,326.210113525391
3266,337.255554199219
3875,358.623809814453
5836,340.582672119141
1772,332.03369140625
2402,330.612274169922
2096,358.891723632812
5881,302.921661376953
1470,340.678436279297
3010,219.684646606445
1233,338.033020019531
3312,218.338470458984
1586,354.467163085938
1687,167.188522338867
1404,365.29931640625
242,333.041809082031
2936,347.615844726562
3985,199.708526611328
3051,237.102066040039
946,315.563018798828
879,353.148986816406
5829,183.589645385742
4737,354.309753417969
3398,289.145324707031
2672,346.4580078125
2710,330.540557861328
2866,344.81201171875
557,351.797241210938
1170,111.104354858398
4779,340.021545410156
521,348.527984619141
4241,359.359649658203
2015,351.582946777344
2394,363.348297119141
3471,342.565155029297
2650,340.483428955078
4467,354.583740234375
4324,334.036346435547
2511,327.830413818359
3489,205.199020385742
3185,186.435272216797
189,363.116882324219
4371,292.274841308594
4825,346.706665039062
2484,217.160751342773
4396,325.924102783203
1314,333.855621337891
5091,338.770629882812
532,337.107208251953
1649,312.474792480469
691,217.464172363281
979,345.037994384766
3752,267.071075439453
987,369.895050048828
5412,374.921539306641
3999,327.685729980469
4577,351.754852294922
2916,201.516632080078
2480,345.660095214844
3974,362.434448242188
695,134.821899414062
77,317.315673828125
2791,365.035980224609
3073,312.944061279297
33,308.199615478516
4684,339.015167236328
2536,189.907196044922
2952,197.991241455078
556,311.670837402344
4704,141.207489013672
1602,345.343719482422
991,322.921813964844
885,347.891693115234
25,321.346160888672
2341,355.295288085938
1646,335.559875488281
5465,356.408538818359
1954,355.795959472656
3361,352.97802734375
4978,196.164077758789
3683,346.028411865234
171,362.805633544922
4217,113.620971679688
5942,103.448394775391
4818,317.122192382812
5395,313.958984375
2535,226.137573242188
5458,361.975189208984
4927,309.351135253906
1662,366.781341552734
828,296.624053955078
2128,349.318328857422
5612,308.639984130859
1020,103.470375061035
754,319.944030761719
1271,270.380065917969
2540,314.453155517578
2355,59.5992431640625
2655,340.980010986328
4257,231.671737670898
576,293.392608642578
3414,420.137329101562
2531,339.017364501953
2777,337.457397460938
249,321.883361816406
5436,336.589233398438
5414,361.440093994141
1684,371.843200683594
1498,195.867324829102
4226,269.316314697266
5708,331.637390136719
584,338.630462646484
5039,322.090881347656
5667,201.236053466797
3606,347.667755126953
1180,61.4875106811523
886,330.320404052734
4212,118.477844238281
4690,372.244537353516
4801,182.575897216797
3552,307.550354003906
5034,366.2666015625
4702,309.609558105469
3580,327.123138427734
3428,184.124206542969
1811,333.027038574219
4245,364.941802978516
1947,341.451202392578
1167,305.206939697266
4524,361.201141357422
5239,275.806396484375
5443,334.717681884766
5254,352.553588867188
4917,325.831237792969
4812,394.069946289062
2690,344.844360351562
4603,363.31103515625
2972,342.007049560547
4414,343.674743652344
1241,282.199035644531
5456,383.354217529297
24,357.322723388672
5697,350.659149169922
2180,351.602203369141
4187,311.713562011719
1868,307.830352783203
